horizon,model,oo_s,year,n,hit_rate,corr
24,LogReg,2023-01-01,2023,1416,0.5049435028248588,0.04580040967862752
24,GBoost,2023-01-01,2023,1416,0.5112994350282486,0.04751105220284478
24,LogReg,2023-03-01,2023,1464,0.5519125683060109,0.07947796029595916
24,GBoost,2023-03-01,2023,1464,0.5266393442622951,0.01855869159790817
24,LogReg,2023-05-01,2023,1464,0.5457650273224044,0.07000701093354675
24,GBoost,2023-05-01,2023,1464,0.5730874316939891,0.18511951973439633
24,LogReg,2023-07-01,2023,1488,0.5470430107526881,0.19197517942204123
24,GBoost,2023-07-01,2023,1488,0.5456989247311828,0.10722404450361303
24,LogReg,2023-09-01,2023,1464,0.48770491803278687,-0.001024227085814332
24,GBoost,2023-09-01,2023,1464,0.46994535519125685,-0.013827243159934466
24,LogReg,2023-11-01,2023,1464,0.5225409836065574,0.04432463650306259
24,GBoost,2023-11-01,2023,1464,0.5484972677595629,0.06929957261052534
24,LogReg,2024-01-01,2024,1440,0.5055555555555555,0.05322069469886498
24,GBoost,2024-01-01,2024,1440,0.5270833333333333,0.04532317116810023
24,LogReg,2024-03-01,2024,1464,0.5457650273224044,0.06479789976094329
24,GBoost,2024-03-01,2024,1464,0.5382513661202186,0.06228993963327152
24,LogReg,2024-05-01,2024,1464,0.5430327868852459,0.09469634166786402
24,GBoost,2024-05-01,2024,1464,0.549863387978142,0.0976042279258997
24,LogReg,2024-07-01,2024,1488,0.5060483870967742,0.035122451143622384
24,GBoost,2024-07-01,2024,1488,0.5047043010752689,-0.027508570879671453
24,LogReg,2024-09-01,2024,1464,0.46311475409836067,-0.09668117969842291
24,GBoost,2024-09-01,2024,1464,0.48770491803278687,-0.013450344328643117
24,LogReg,2024-11-01,2024,1464,0.5505464480874317,0.06945676684040045
24,GBoost,2024-11-01,2024,1464,0.4931693989071038,-0.01723562892496992
24,LogReg,2025-01-01,2025,1416,0.5614406779661016,0.12894796550413049
24,GBoost,2025-01-01,2025,1416,0.5169491525423728,0.09502535937335586
24,LogReg,2025-03-01,2025,1464,0.5225409836065574,0.02417710058875857
24,GBoost,2025-03-01,2025,1464,0.5423497267759563,0.047473200291919135
24,LogReg,2025-05-01,2025,1464,0.5102459016393442,0.06924782002890163
24,GBoost,2025-05-01,2025,1464,0.5122950819672131,-0.02648754034504198
24,LogReg,2025-07-01,2025,1488,0.4771505376344086,-0.12489789622211155
24,GBoost,2025-07-01,2025,1488,0.49663978494623656,-0.03573299485853516
24,LogReg,2025-09-01,2025,1464,0.5225409836065574,-0.0013982381823418877
24,GBoost,2025-09-01,2025,1464,0.5129781420765027,0.0023336449739136114
24,LogReg,2025-11-01,2025,1464,0.4979508196721312,0.06586771545508788
24,GBoost,2025-11-01,2025,1464,0.5150273224043715,0.06122710737704241
24,LogReg,2026-01-01,2026,1416,0.4703389830508475,-0.04016356074805001
24,GBoost,2026-01-01,2026,1416,0.5148305084745762,0.013056206787768311
24,LogReg,2026-03-01,2026,1464,0.4275956284153005,-0.15438980155514365
24,GBoost,2026-03-01,2026,1464,0.48292349726775957,-0.11417282102756297
48,LogReg,2020-07-01,2020,1488,0.5961021505376344,0.008429201641015432
48,GBoost,2020-07-01,2020,1488,0.5880376344086021,0.010420615237963523
48,LogReg,2020-09-01,2020,1464,0.6209016393442623,-0.07738774871868995
48,GBoost,2020-09-01,2020,1464,0.6086065573770492,-0.020019114141546585
48,LogReg,2020-11-01,2020,1464,0.6762295081967213,0.048179347631617964
48,GBoost,2020-11-01,2020,1464,0.5949453551912568,0.03711525220282903
48,LogReg,2021-01-01,2021,1416,0.6080508474576272,0.02654575970582417
48,GBoost,2021-01-01,2021,1416,0.6087570621468926,0.029275721816806665
48,LogReg,2021-03-01,2021,1464,0.5765027322404371,0.05386120707231665
48,GBoost,2021-03-01,2021,1464,0.5648907103825137,0.004207172136362565
48,LogReg,2021-05-01,2021,1464,0.38729508196721313,0.0065768526014624825
48,GBoost,2021-05-01,2021,1464,0.39617486338797814,-0.0036700240846542697
48,LogReg,2021-07-01,2021,1488,0.5396505376344086,0.03514391304396791
48,GBoost,2021-07-01,2021,1488,0.5591397849462365,0.04704546438109672
48,LogReg,2021-09-01,2021,1464,0.49043715846994534,-0.026616145270279293
48,GBoost,2021-09-01,2021,1464,0.4883879781420765,-0.008984502000877002
48,LogReg,2021-11-01,2021,1464,0.48770491803278687,0.10830361647955689
48,GBoost,2021-11-01,2021,1464,0.5191256830601093,0.06611031367687087
48,LogReg,2022-01-01,2022,1416,0.4555084745762712,-0.08014037352223989
48,GBoost,2022-01-01,2022,1416,0.4872881355932203,0.013911006094458871
48,LogReg,2022-03-01,2022,1464,0.5225409836065574,0.05171679706303733
48,GBoost,2022-03-01,2022,1464,0.4972677595628415,-0.00016038076776831253
48,LogReg,2022-05-01,2022,1464,0.5546448087431693,-0.08399434736974949
48,GBoost,2022-05-01,2022,1464,0.5812841530054644,0.04429328061320253
48,LogReg,2022-07-01,2022,1488,0.4932795698924731,0.01106518772340559
48,GBoost,2022-07-01,2022,1488,0.5,0.007545526172322065
48,LogReg,2022-09-01,2022,1464,0.51775956284153,0.07221301104145517
48,GBoost,2022-09-01,2022,1464,0.5341530054644809,0.04658948661270726
48,LogReg,2022-11-01,2022,1464,0.546448087431694,0.042375326471942865
48,GBoost,2022-11-01,2022,1464,0.5484972677595629,0.09149643009903041
48,LogReg,2023-01-01,2023,1416,0.4738700564971751,-0.003918602547175005
